name,client_id,bond,wine_type,product_category,core_appellation,vintage,alcohol_target,target_cases_annual,target_tons_annual,target_cost_per_case,default_bottle_size,composition_profile,notes,bottle_image,label_image,glass_item_id,cork_item_id,capsule_item_id,is_active,collection_id,parent_core_blend_id,is_primary_version,id,created_date,updated_date,created_by_id,created_by,is_sample
"Cloud Nine","","McClain Cellars","White","Alcoholic","Santa Ynez Valley","2021","13.8","","","","750ml","[{""varietal"":""Chardonnay"",""percentage"":100,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/27ff39791_CloudNineBot-600x800.jpg","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/194867727_21-CloudNine.jpg","6940d695e3a3c87bf7dc397c","6940dd66e04bca22c7fbbccc","6940e011dc994d5d58ebec3a","true","","","true","6940f40bb9baea1e6cba7da8","2025-12-16T05:54:19.916000","2026-01-16T20:46:55.176000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Family Values","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2020","","","","","750ml","[{""varietal"":""Petite Sirah"",""percentage"":100,""appellation"":""Santa Ynez Valley"",""vineyard"":""Sanger Estate Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/dc41e59f4_2020FamilyValues3yr.jpg","","6940db7f9bcc06c46a2b0a82","69416e85a7003c26a3e96781","6940e0105edb3db86aab2316","true","","","true","6940f40bb9baea1e6cba7daa","2025-12-16T05:54:19.916000","2026-01-16T00:30:10.527000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Five Hearts","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2020","15.5","","","","750ml","[{""varietal"":""Petite Sirah"",""percentage"":50,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Sangiovese"",""percentage"":30,""appellation"":""Santa Ynez Valley"",""vineyard"":""Sanger Estate Vineyard""},{""varietal"":""Merlot"",""percentage"":20,""appellation"":""Santa Ynez Valley"",""vineyard"":""Sanger Estate Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/568aae919_2020FiveHeartsBot-600x800.jpg","","6940db7f9bcc06c46a2b0a82","69416e85a7003c26a3e96781","6940e0105edb3db86aab2316","true","","","true","6940f40bb9baea1e6cba7dab","2025-12-16T05:54:19.916000","2026-01-17T21:19:37.274000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Five Hearts","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2018","","","","","750ml","[{""varietal"":""Petite Sirah"",""percentage"":57,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Sangiovese"",""percentage"":27,""appellation"":""Santa Ynez Valley"",""vineyard"":""Shoestring Vineyard""},{""varietal"":""Merlot"",""percentage"":16,""appellation"":""Santa Ynez Valley"",""vineyard"":""Sanger Estate Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/4a9dc818d_2020FiveHeartsBot-600x800.jpg","","6940e6bfe1fbd215f8a85ac9","69416e55d09b5f30dc8165a6","6940e013a7bea5f1760b78f7","true","","6940f40bb9baea1e6cba7dab","false","6940f40bb9baea1e6cba7dac","2025-12-16T05:54:19.916000","2026-01-16T22:54:25.205000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Freedom of Life","","LaFata Cellars","Red","Alcoholic","Temecula Valley","2021","","","","","750ml","[{""varietal"":""Syrah"",""percentage"":85,""appellation"":""Temecula"",""vineyard"":""La Fata Estate""},{""varietal"":""Petite Sirah"",""percentage"":15,""appellation"":""Santa Ynez Valley"",""vineyard"":""Sanger Estate Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/522bc29a5_10-LFC-FREEDOMOFLIFE-1.png","","6940e6bfe1fbd215f8a85ac9","69416e85a7003c26a3e96781","6940e013a7bea5f1760b78f7","true","","","true","6940f40bb9baea1e6cba7dad","2025-12-16T05:54:19.916000","2026-01-17T01:11:55.798000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Hope and Faith","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2020","","","","","750ml","[{""varietal"":""Petite Sirah"",""percentage"":100,""appellation"":""Santa Ynez Valley"",""vineyard"":""La Presa""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/7a1b34925_2020HopeFaith.jpg","","6940db7f9bcc06c46a2b0a82","69416e55d09b5f30dc8165a6","6940e0105edb3db86aab2316","true","","","true","6940f40bb9baea1e6cba7dae","2025-12-16T05:54:19.916000","2026-01-17T01:11:55.829000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Kiss of Life","","McClain Cellars","White","Alcoholic","Santa Ynez Valley","2016","","","","","750ml","[{""varietal"":""Albariño"",""percentage"":46,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Grenache Blanc"",""percentage"":30,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Viognier"",""percentage"":12,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Arneis"",""percentage"":12,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/a2ef15280_KissOfLifeBot.jpg","","6940df125bb0b49b78d9a3aa","69416e85a7003c26a3e96781","6940e0105edb3db86aab2316","true","","","true","6940f40bb9baea1e6cba7daf","2025-12-16T05:54:19.916000","2026-01-16T00:29:51.631000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Life Saver","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2021","","","","","750ml","[{""varietal"":""Tempranillo"",""percentage"":100,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/d55f558e0_2021WineBTL-CROP-04.jpg","","6940e6bfe1fbd215f8a85ac9","69416e85a7003c26a3e96781","6940e013a7bea5f1760b78f7","true","","","true","6940f40bb9baea1e6cba7db0","2025-12-16T05:54:19.916000","2026-01-16T00:22:27.011000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Life Saver","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2020","","","","","750ml","[{""varietal"":""Tempranillo"",""percentage"":75,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Petite Sirah"",""percentage"":25,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/9724e5743_2021WineBTL-CROP-04.jpg","","6940e6bfe1fbd215f8a85ac9","69416e85a7003c26a3e96781","6940e013a7bea5f1760b78f7","true","","6940f40bb9baea1e6cba7db0","false","6940f40bb9baea1e6cba7db1","2025-12-16T05:54:19.916000","2026-01-16T22:57:00.684000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Love & Happiness","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2021","","","","","750ml","[{""varietal"":""Pinot Noir"",""percentage"":86,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Petite Sirah"",""percentage"":14,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/08932f943_2021WineBTL-CROP-06.jpg","","6940df8d3691907073161b2a","69416e85a7003c26a3e96781","6940e0105edb3db86aab2316","true","","","true","6940f40bb9baea1e6cba7db2","2025-12-16T05:54:19.916000","2026-01-16T00:22:26.999000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Love & Happiness","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2019","14.96","","","","750ml","[{""varietal"":""Pinot Noir"",""percentage"":100,""appellation"":""Santa Ynez Valley"",""vineyard"":""Rio Vista""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/c7188f9f0_2021WineBTL-CROP-06.jpg","","6940df8d3691907073161b2a","69416e55d09b5f30dc8165a6","6940e0105edb3db86aab2316","true","","6940f40bb9baea1e6cba7db2","false","6940f40bb9baea1e6cba7db3","2025-12-16T05:54:19.916000","2026-01-16T22:54:44.687000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Miracle Maker","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2020","14.5","","","","750ml","[{""varietal"":""Merlot"",""percentage"":25,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Syrah"",""percentage"":25,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Petite Sirah"",""percentage"":25,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Sangiovese"",""percentage"":25,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/15f6102b8_2020MiracleMaker.jpg","","6940db7f9bcc06c46a2b0a82","69416e85a7003c26a3e96781","6940e014c9a08f427d779893","true","6969710cb1cc578cbb76add7","","true","6940f40bb9baea1e6cba7db5","2025-12-16T05:54:19.916000","2026-01-16T01:05:45.541000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Music of Life","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2021","","","","","750ml","[{""varietal"":""Petit Verdot"",""percentage"":46,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Cabernet Franc"",""percentage"":22,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Tempranillo"",""percentage"":19,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Malbec"",""percentage"":13,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/a9abd2322_2021WineBTL-CROP-19.jpg","","6940db7f9bcc06c46a2b0a82","69416e85a7003c26a3e96781","6940e014c9a08f427d779893","true","","","true","6940f40bb9baea1e6cba7db6","2025-12-16T05:54:19.916000","2026-01-16T00:22:26.968000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Olsen Ovation","","McClain Cellars","White","Alcoholic","Santa Ynez Valley","2021","14.5","","","","750ml","[{""varietal"":""Grenache Blanc"",""percentage"":52,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Roussanne"",""percentage"":26,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Arneis"",""percentage"":15,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Albariño"",""percentage"":7,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/536ce955c_2019OlsenOvation.jpg","","6940df125bb0b49b78d9a3aa","69416e85a7003c26a3e96781","6940e0105edb3db86aab2316","true","","","true","6940f40bb9baea1e6cba7db7","2025-12-16T05:54:19.916000","2026-01-16T00:22:27.011000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Open Arms","","McClain Cellars","White","Alcoholic","Santa Ynez Valley","2022","","","","","750ml","[{""varietal"":""Viognier"",""percentage"":100,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/ff94ebf57_2020OpenArmsBot-600x800.jpg","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/7f83a29fe_21-OpenArms.jpg","6940df125bb0b49b78d9a3aa","6940dd66e04bca22c7fbbccc","6940e0105edb3db86aab2316","true","","","true","6940f40bb9baea1e6cba7db8","2025-12-16T05:54:19.916000","2026-01-16T00:13:07.768000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Opportunity","","McClain Cellars","White","Alcoholic","Santa Ynez Valley","2018","","","","","750ml","[{""varietal"":""Sauvignon Blanc"",""percentage"":44,""appellation"":""Santa Ynez Valley"",""vineyard"":""La Presa""},{""varietal"":""Grenache Blanc"",""percentage"":40,""appellation"":""Santa Ynez Valley"",""vineyard"":""La Presa""},{""varietal"":""Albariño"",""percentage"":13,""appellation"":""Santa Ynez Valley"",""vineyard"":""La Presa""},{""varietal"":""Arneis"",""percentage"":2,""appellation"":""Santa Ynez Valley"",""vineyard"":""La Presa""},{""varietal"":""Viognier"",""percentage"":1,""appellation"":""Santa Ynez Valley"",""vineyard"":""La Presa""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/e63ad7757_23whitewine--1.jpeg","","6940df125bb0b49b78d9a3aa","6940dd66e04bca22c7fbbccc","6940e6bfe1fbd215f8a85ac0","true","","","true","6940f40bb9baea1e6cba7db9","2025-12-16T05:54:19.916000","2026-01-16T01:06:19.939000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Overcomer","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2021","","","","","750ml","[{""varietal"":""Cabernet Franc"",""percentage"":40,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Tempranillo"",""percentage"":40,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Mourvedre"",""percentage"":20,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/dbb55ce98_overcomer.png","","6940db7f9bcc06c46a2b0a82","6940dd66e04bca22c7fbbccc","6940e6bfe1fbd215f8a85ac2","true","","","true","6940f40bb9baea1e6cba7dba","2025-12-16T05:54:19.916000","2026-01-16T22:06:32.115000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Painted Dreams","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2020","14.8","","","","750ml","[{""varietal"":""Petit Verdot"",""percentage"":100,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/cbad2151a_PaintedDreamsBot-600x800.jpg","","6940db7f9bcc06c46a2b0a82","69416e85a7003c26a3e96781","6940e0105edb3db86aab2316","true","","","true","6940f40bb9baea1e6cba7dbb","2025-12-16T05:54:19.916000","2026-01-16T01:05:45.537000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Panther's Pride","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2020","","","","","750ml","[{""varietal"":""Syrah"",""percentage"":33,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Petite Sirah"",""percentage"":31,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Graciano"",""percentage"":18,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Malbec"",""percentage"":18,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/ad1482228_2020Panther-Pride_1506X1909-scaled.jpg","","6940db7f9bcc06c46a2b0a82","69416e85a7003c26a3e96781","6940e6bfe1fbd215f8a85ac3","true","6969710cb1cc578cbb76add6","","true","6940f40bb9baea1e6cba7dbc","2025-12-16T05:54:19.916000","2026-01-16T01:05:45.524000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Promise Keeper","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2020","","","","","750ml","[{""varietal"":""Barbera"",""percentage"":50,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Mourvedre"",""percentage"":33,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Sangiovese"",""percentage"":17,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/d822eb17d_2020PromiseKeeperBot-600x800.jpg","","6940e6bfe1fbd215f8a85ac9","69416e55d09b5f30dc8165a6","6940e013a7bea5f1760b78f7","true","","","true","6940f40bb9baea1e6cba7dbd","2025-12-16T05:54:19.916000","2026-01-16T01:05:45.493000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Purpose Road","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2020","","","","","750ml","[{""varietal"":""Merlot"",""percentage"":75,""appellation"":""Santa Ynez Valley"",""vineyard"":""Sanger Estate Vineyard""},{""varietal"":""Sangiovese"",""percentage"":25,""appellation"":""Santa Ynez Valley"",""vineyard"":""Sanger Estate Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/3e009e521_2020PurposeRoad3year.jpg","","6940db7f9bcc06c46a2b0a82","69416e85a7003c26a3e96781","6940e0105edb3db86aab2316","true","","","true","6940f40bb9baea1e6cba7dbe","2025-12-16T05:54:19.916000","2026-01-16T01:08:35.545000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Quiet Storm","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2020","14.6","","","","750ml","[{""varietal"":""Syrah"",""percentage"":33,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Petite Sirah"",""percentage"":31,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Graciano"",""percentage"":18,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Malbec"",""percentage"":18,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/fe62cae23_2020QuietStorm.jpg","","6940db7f9bcc06c46a2b0a82","69416e85a7003c26a3e96781","6940e0105edb3db86aab2316","true","","","true","6940f40bb9baea1e6cba7dbf","2025-12-16T05:54:19.916000","2026-01-16T01:05:45.501000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Rising Rhapsody","","McClain Cellars","White","Alcoholic","Santa Ynez Valley","2023","14","","","","750ml","[{""varietal"":""Roussanne"",""percentage"":50,""appellation"":""Santa Ynez Valley"",""vineyard"":""La Presa""},{""varietal"":""Grenache Blanc"",""percentage"":50,""appellation"":""Santa Ynez Valley"",""vineyard"":""La Presa""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/af27500c0_23whitewine--2.jpeg","","6940df125bb0b49b78d9a3aa","6940dd66e04bca22c7fbbccc","6940e6bfe1fbd215f8a85ac2","true","","","true","6940f40bb9baea1e6cba7dc0","2025-12-16T05:54:19.916000","2026-01-16T01:06:19.965000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Risktaker","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2021","","","","","750ml","[{""varietal"":""Grenache"",""percentage"":47,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Syrah"",""percentage"":24,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Mourvedre"",""percentage"":17,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Sangiovese"",""percentage"":12,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/f6b8521cd_2021Risktaker.jpg","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/90631632f_2021RiskTaker-Label.jpg","6940e6bfe1fbd215f8a85ac9","6940dd66e04bca22c7fbbccc","6940e014c9a08f427d779893","true","","","true","6940f40bb9baea1e6cba7dc1","2025-12-16T05:54:19.916000","2026-01-16T01:05:45.451000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Rudderless","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2021","","","","","750ml","[{""varietal"":""Nebbiolo"",""percentage"":22,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Petite Sirah"",""percentage"":22,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Syrah"",""percentage"":22,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Graciano"",""percentage"":22,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Sangiovese"",""percentage"":12,""appellation"":""Santa Ynez Valley"",""vineyard"":""Shoestring Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/492f81bd1_RudderlessBot.jpg","","6940db7f9bcc06c46a2b0a82","69416e55d09b5f30dc8165a6","6940e0105edb3db86aab2316","true","","6940f40bb9baea1e6cba7dc3","false","6940f40bb9baea1e6cba7dc2","2025-12-16T05:54:19.916000","2026-01-16T22:58:06.464000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Rudderless","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2020","14.6","","","","750ml","[{""varietal"":""Malbec"",""percentage"":26,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Petite Sirah"",""percentage"":26,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Syrah"",""percentage"":26,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Sangiovese"",""percentage"":13,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Graciano"",""percentage"":9,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/e005859f0_RudderlessBot.jpg","","6940db7f9bcc06c46a2b0a82","69416e85a7003c26a3e96781","6940e0105edb3db86aab2316","true","","6940f40bb9baea1e6cba7dc2","false","6940f40bb9baea1e6cba7dc3","2025-12-16T05:54:19.916000","2026-01-17T01:41:03.798000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Sacred Love","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2020","","","","","750ml","[{""varietal"":""Cabernet Sauvignon"",""percentage"":100,""appellation"":""Santa Ynez Valley"",""vineyard"":""Sanger Estate Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/bcd0a5454_SacredLoveBot2020.jpg","","6940e6bfe1fbd215f8a85ac9","69416e55d09b5f30dc8165a6","6940e013a7bea5f1760b78f7","true","","","true","6940f40bb9baea1e6cba7dc4","2025-12-16T05:54:19.916000","2026-01-17T01:11:55.769000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Sofia's Star","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2020","","","","","750ml","[{""varietal"":""Syrah"",""percentage"":93,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Petite Sirah"",""percentage"":7,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/17ea25fbc_2020SofiaStar3yr.jpg","","6940db7f9bcc06c46a2b0a82","69416e85a7003c26a3e96781","6940e0105edb3db86aab2316","true","","","true","6940f40bb9baea1e6cba7dc5","2025-12-16T05:54:19.916000","2026-01-16T01:06:47.589000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Soulmate","","McClain Cellars","Red","Alcoholic","Santa Ynez Valley","2018","","","","","750ml","[{""varietal"":""Tempranillo"",""percentage"":23,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Syrah"",""percentage"":21,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Petite Sirah"",""percentage"":21,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Cabernet Sauvignon"",""percentage"":16,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Sangiovese"",""percentage"":10,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Malbec"",""percentage"":9,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/948fe9edd_IMG_4077.JPG","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/9c16f0304_2019-Soulmate-FRONT-ONLY.jpg","6940db7f9bcc06c46a2b0a82","6940dd66e04bca22c7fbbccc","6940e0105edb3db86aab2316","true","","","true","6940f40bb9baea1e6cba7dc6","2025-12-16T05:54:19.916000","2026-01-16T01:05:45.842000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
"Staycation","","McClain Cellars","White","Alcoholic","Santa Ynez Valley","2019","14.7","","","","750ml","[{""varietal"":""Grenache Blanc"",""percentage"":59,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Albariño"",""percentage"":24,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Viognier"",""percentage"":13,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""},{""varietal"":""Arneis"",""percentage"":4,""appellation"":""Santa Ynez Valley"",""vineyard"":""Estelle Vineyard""}]","","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/86850b377_14A37E82-EE5C-5620-9517-5E30BD35972Clarge.jpg","https://base44.app/api/apps/693ce6100b1a5fbec395f99a/files/public/693ce6100b1a5fbec395f99a/91e363973_2018Staycation-WineLabel-FRONT.jpg","6940df125bb0b49b78d9a3aa","69416e55d09b5f30dc8165a6","6940e0133484f3ba926f8e57","true","","","true","6940f40bb9baea1e6cba7dc7","2025-12-16T05:54:19.916000","2026-01-16T01:05:45.540000","693ce6100b1a5fbec395f99b","jason@mcclaincellars.com","false"
